occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
696	872	23	1	0x2F	0xCF	262815	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
697	872	23	1	0x8	0x3A	262980	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
698	872	23	1	0xB	0x87	263175	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
699	872	23	1	0xC	0x38	263235	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
700	872	23	1	0xE	0xC9	263340	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
701	872	23	1	0x30	0x79	263490	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
702	872	23	1	0x31	0x32	263550	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
703	872	24	1	0x34	0xF1	263745	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
704	872	24	1	0x35	0xC9	263895	0xE85	150	return	target=0xE85	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
705	872	24	1	0xE85	0xC6	264045	0xE87	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
706	872	24	1	0xE87	0x10	264150	0xE79	195	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
707	872	24	1	0xE79	0x4E	264345	0xE7A	150	linear	n/a	source_path,bank_wait_3t	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
708	872	24	1	0xE7A	0x23	264495	0xE7B	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
709	872	24	1	0xE7B	0xCB	264585	0xE7D	120	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
710	872	24	1	0xE7D	0x30	264705	0xE7F	105	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
711	872	24	1	0xE7F	0xF5	264810	0xE80	165	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
712	872	24	1	0xE80	0x7A	264975	0xE81	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
713	872	24	1	0xE81	0x81	265035	0xE82	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
714	872	24	1	0xE82	0x4F	265095	0xE83	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
715	872	24	1	0xE83	0xF1	265155	0xE84	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
716	872	24	1	0xE84	0xD7	265305	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
717	872	24	1	0x10	0xDD	265470	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
718	872	24	1	0x14	0x28	265770	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
719	872	24	1	0x16	0x18	265875	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
720	872	24	1	0x28	0xF5	266055	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
721	872	24	1	0x29	0xCF	266220	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
722	872	24	1	0x8	0x3A	266385	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
723	872	24	1	0xB	0x87	266580	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
724	872	24	1	0xC	0x38	266640	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
725	872	24	1	0xE	0xC9	266745	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
726	872	24	1	0x2A	0xF1	266895	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
727	872	24	1	0x2B	0x32	267045	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
728	872	24	1	0x2E	0xF5	267240	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
729	872	24	1	0x2F	0xCF	267405	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
730	872	24	1	0x8	0x3A	267570	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
731	872	24	1	0xB	0x87	267765	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
732	872	24	1	0xC	0x38	267825	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
733	872	24	1	0xE	0xC9	267930	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
734	872	24	1	0x30	0x79	268080	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
735	872	24	1	0x31	0x32	268140	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
736	872	25	1	0x34	0xF1	268335	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
737	872	25	1	0x35	0xC9	268485	0xE85	150	return	target=0xE85	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
738	872	25	1	0xE85	0xC6	268635	0xE87	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
739	872	25	1	0xE87	0x10	268740	0xE89	120	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
740	872	25	1	0xE89	0xC9	268860	0xE10	150	return	target=0xE10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
741	872	25	1	0xE10	0xE1	269010	0xE11	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
742	872	25	1	0xE11	0xC9	269160	0x26B	150	return	target=0x26B	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
743	872	25	1	0x26B	0x18	269310	0x262	180	branch	target=0x262	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
744	872	25	1	0x262	0x7E	269490	0x263	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
745	872	25	1	0x263	0x23	269640	0x264	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
746	872	25	1	0x264	0xFE	269730	0x266	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
747	872	25	1	0x266	0x38	269835	0x268	105	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
748	872	25	1	0x268	0xCD	269940	0xC89	255	call	target=0xC89	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
749	872	25	1	0xC89	0xD6	270195	0xC8B	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
750	872	25	1	0xC8B	0x87	270300	0xC8C	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
751	872	25	1	0xC8C	0x87	270360	0xC8D	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
752	872	25	1	0xC8D	0x32	270420	0xC90	195	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
753	872	25	1	0xC90	0x7E	270615	0xC91	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
754	872	25	1	0xC91	0x23	270765	0xC92	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
755	872	25	1	0xC92	0x18	270855	0xC94	180	branch	target=0xC94	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
756	872	25	1	0xC94	0xC3	271035	0xCFC	150	branch	target=0xCFC	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
757	872	25	1	0xCFC	0xDD	271185	0xD00	300	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
758	872	25	1	0xD00	0xF8	271485	0xD01	75	return	not_taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
759	872	25	1	0xD01	0xDD	271560	0xD05	300	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
760	872	25	1	0xD05	0xC0	271860	0xD06	75	return	not_taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
761	872	25	1	0xD06	0x4F	271935	0xD07	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
762	872	25	1	0xD07	0xDD	271995	0xD0A	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
763	872	25	1	0xD0A	0xE6	272280	0xD0C	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
764	872	25	1	0xD0C	0xB1	272385	0xD0D	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
765	872	25	1	0xD0D	0xDD	272445	0xD10	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
766	872	25	1	0xD10	0x4F	272730	0xD11	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
767	872	25	1	0xD11	0xDD	272790	0xD14	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
768	872	25	1	0xD14	0xE6	273075	0xD16	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
769	872	25	1	0xD16	0xC6	273180	0xD18	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
770	872	25	1	0xD18	0xD7	273285	0x10	165	call	target=0x10	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
771	872	25	1	0x10	0xDD	273450	0x14	300	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
772	872	25	1	0x14	0x28	273750	0x16	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
773	872	25	1	0x16	0x18	273855	0x28	180	branch	target=0x28	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
774	872	25	1	0x28	0xF5	274035	0x29	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
775	872	25	1	0x29	0xCF	274200	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
776	872	25	1	0x8	0x3A	274365	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
777	872	25	1	0xB	0x87	274560	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
778	872	25	1	0xC	0x38	274620	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
779	872	25	1	0xE	0xC9	274725	0x2A	150	return	target=0x2A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
780	872	25	1	0x2A	0xF1	274875	0x2B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
781	872	25	1	0x2B	0x32	275025	0x2E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
782	872	25	1	0x2E	0xF5	275220	0x2F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
783	872	25	1	0x2F	0xCF	275385	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
784	872	25	1	0x8	0x3A	275550	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
785	872	25	1	0xB	0x87	275745	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
786	872	25	1	0xC	0x38	275805	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
787	872	25	1	0xE	0xC9	275910	0x30	150	return	target=0x30	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
788	872	25	1	0x30	0x79	276060	0x31	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
789	872	25	1	0x31	0x32	276120	0x34	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
790	872	26	1	0x34	0xF1	276315	0x35	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
791	872	26	1	0x35	0xC9	276465	0xD19	150	return	target=0xD19	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
792	872	26	1	0xD19	0xC9	276615	0x26B	150	return	target=0x26B	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
793	872	26	1	0x26B	0x18	276765	0x262	180	branch	target=0x262	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
794	872	26	1	0x262	0x7E	276945	0x263	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
795	872	26	1	0x263	0x23	277095	0x264	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
796	872	26	1	0x264	0xFE	277185	0x266	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
797	872	26	1	0x266	0x38	277290	0x26D	180	branch	taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
798	872	26	1	0x26D	0xF5	277470	0x26E	165	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
799	872	26	1	0x26E	0xCD	277635	0xC56	255	call	target=0xC56	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
800	872	26	1	0xC56	0xDD	277890	0xC59	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
801	872	26	1	0xC59	0xE6	278175	0xC5B	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
802	872	26	1	0xC5B	0xC0	278280	0xC5C	75	return	not_taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
803	872	26	1	0xC5C	0x3E	278355	0xC5E	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
804	872	26	1	0xC5E	0xDD	278460	0xC61	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
805	872	26	1	0xC61	0xDF	278745	0x18	165	call	target=0x18	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
806	872	26	1	0x18	0xF5	278910	0x19	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
807	872	26	1	0x19	0xCF	279075	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
808	872	26	1	0x8	0x3A	279240	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
809	872	26	1	0xB	0x87	279435	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
810	872	26	1	0xC	0x38	279495	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
811	872	26	1	0xE	0xC9	279600	0x1A	150	return	target=0x1A	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
812	872	26	1	0x1A	0xF1	279750	0x1B	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
813	872	26	1	0x1B	0x32	279900	0x1E	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
814	872	26	1	0x1E	0xF5	280095	0x1F	165	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
815	872	26	1	0x1F	0xCF	280260	0x8	165	call	target=0x8	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
816	872	26	1	0x8	0x3A	280425	0xB	195	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
817	872	26	1	0xB	0x87	280620	0xC	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
818	872	26	1	0xC	0x38	280680	0xE	105	branch	not_taken	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
819	872	26	1	0xE	0xC9	280785	0x20	150	return	target=0x20	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
820	872	26	1	0x20	0x79	280935	0x21	60	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
821	872	26	1	0x21	0x32	280995	0x24	195	linear	n/a	source_path,busy_poll,ym_write	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
822	872	27	1	0x24	0xF1	281190	0x25	150	linear	n/a	source_path,busy_poll	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
823	872	27	1	0x25	0xC9	281340	0xC62	150	return	target=0xC62	source_path,busy_poll,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
824	872	27	1	0xC62	0xC9	281490	0x271	150	return	target=0x271	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
825	872	27	1	0x271	0xF1	281640	0x272	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
826	872	27	1	0x272	0xB7	281790	0x273	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
827	872	27	1	0x273	0xF2	281850	0x276	150	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
828	872	27	1	0x276	0xCD	282000	0x285	255	call	target=0x285	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
829	872	27	1	0x285	0xD6	282255	0x287	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
830	872	27	1	0x287	0x28	282360	0x289	105	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
831	872	27	1	0x289	0xDD	282465	0x28C	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
832	872	27	1	0x28C	0x87	282750	0x28D	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
833	872	27	1	0x28D	0xC6	282810	0x28F	105	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
834	872	27	1	0x28F	0x32	282915	0x292	195	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
835	872	27	1	0x292	0xED	283110	0x296	300	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
836	872	27	1	0x296	0xDD	283410	0x299	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
837	872	27	1	0x299	0xDD	283695	0x29C	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
838	872	27	1	0x29C	0xC9	283980	0x279	150	return	target=0x279	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
839	872	27	1	0x279	0x7E	284130	0x27A	150	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
840	872	27	1	0x27A	0xB7	284280	0x27B	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
841	872	27	1	0x27B	0xFA	284340	0x27E	150	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
842	872	27	1	0x27E	0x23	284490	0x27F	90	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
843	872	27	1	0x27F	0xCD	284580	0x2A9	255	call	target=0x2A9	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
844	872	27	1	0x2A9	0x4F	284835	0x2AA	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
845	872	27	1	0x2AA	0xDD	284895	0x2AD	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
846	872	27	1	0x2AD	0x10	285180	0x2AF	120	branch	not_taken	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
847	872	27	1	0x2AF	0xDD	285300	0x2B2	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
848	872	27	1	0x2B2	0xDD	285585	0x2B5	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
849	872	27	1	0x2B5	0xC9	285870	0x282	150	return	target=0x282	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
850	872	27	1	0x282	0xC3	286020	0x2BA	150	branch	target=0x2BA	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
851	872	27	1	0x2BA	0xDD	286170	0x2BD	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
852	872	27	1	0x2BD	0xDD	286455	0x2C0	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
853	872	27	1	0x2C0	0xDD	286740	0x2C3	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
854	872	27	1	0x2C3	0xDD	287025	0x2C6	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
855	872	27	1	0x2C6	0xDD	287310	0x2CA	300	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
856	872	27	1	0x2CA	0xC0	287610	0x2CB	75	return	not_taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
857	872	27	1	0x2CB	0xDD	287685	0x2CE	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
858	872	27	1	0x2CE	0xDD	287970	0x2D1	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
859	872	27	1	0x2D1	0xDD	288255	0x2D5	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
860	872	27	1	0x2D5	0xDD	288540	0x2D9	300	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
861	872	27	1	0x2D9	0xC8	288840	0x243	165	return	taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
862	872	27	1	0x243	0xCD	289005	0x3E5	255	call	target=0x3E5	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
863	872	27	1	0x3E5	0xDD	289260	0x3E9	300	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
864	872	27	1	0x3E9	0xC0	289560	0x3EA	75	return	not_taken	source_path,call_return	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
865	872	27	1	0x3EA	0xDD	289635	0x3ED	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
866	872	27	1	0x3ED	0xDD	289920	0x3F0	285	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
867	872	27	1	0x3F0	0x7A	290205	0x3F1	60	linear	n/a	source_path	s2.sounddriver.asm:343-389,947-1012,2088-2138,2837-2860,3271-3432
